Customer Identity,First Policy´s Year,Customer Age,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
2885,1987,51,3 - BSc/MSc,6321,3,1,-30.31,1.01,441.75,-1.10,131.69,-1.00,-1.11
2886,1976,32,3 - BSc/MSc,2532,1,1,547.44,0.38,202.37,412.30,243.38,42.23,24.56
2887,1992,17,1 - Basic,2367,1,1,-228.48,1.14,91.35,1016.30,111.91,193.48,10.00
2888,1989,66,2 - High School,6350,4,0,1191.34,0.20,108.91,1148.55,144.25,24.67,92.46
2889,1976,53,3 - BSc/MSc,5606,3,1,-21.44,0.99,535.88,9.45,34.34,5.89,17.89
2890,1988,78,3 - BSc/MSc,6955,1,0,237.05,0.59,311.28,40.00,233.49,8.89,40.34
2891,1981,54,3 - BSc/MSc,6981,2,1,-71.44,1.09,478.98,-30.00,93.24,-1.11,-5.11
2892,1985,34,3 - BSc/MSc,2686,1,1,-63.67,1.07,433.97,0.00,145.36,20.67,-6.00
2893,1992,52,3 - BSc/MSc,5678,3,1,439.98,0.26,476.98,54.45,101.24,3.89,-6.00
2894,1984,25,2 - High School,2972,1,1,-278.38,1.36,81.35,142.80,115.91,23.45,334.73
2895,1983,63,2 - High School,7439,1,0,356.96,0.46,356.29,137.25,134.47,24.56,50.23
2896,1992,64,2 - High School,6959,4,0,384.09,0.42,255.38,136.15,236.71,29.56,47.12
2897,1979,52,4 - PhD,5267,4,1,536.55,0.06,558.55,15.00,30.45,-3.00,-3.00
2898,1977,48,3 - BSc/MSc,4099,3,1,-36.67,1.02,457.53,118.90,113.02,-5.00,6.67
2899,1984,42,3 - BSc/MSc,4431,4,1,-3.99,0.97,449.42,38.90,108.91,3.00,17.89
2900,1987,73,3 - BSc/MSc,7821,3,0,206.60,0.63,261.05,58.90,263.05,29.45,6.78
2901,1985,49,3 - BSc/MSc,5816,1,1,-20.33,0.99,460.42,64.45,110.80,-1.11,8.00
2902,1980,42,3 - BSc/MSc,3401,3,1,493.65,0.18,472.98,54.45,72.79,10.78,19.56
2903,1996,30,3 - BSc/MSc,3550,4,1,439.20,0.29,343.73,58.35,192.37,11.89,50.23
2904,1974,63,2 - High School,6492,4,0,-34.78,1.01,364.18,186.15,145.14,9.78,6.67
2905,1985,27,3 - BSc/MSc,4117,1,1,306.95,0.58,316.17,235.60,206.26,6.89,22.67
2906,1976,65,3 - BSc/MSc,7423,4,1,361.63,0.35,390.52,52.80,139.36,12.67,3.89
2907,1985,46,1 - Basic,5232,4,1,871.38,0.26,164.03,732.35,272.05,28.56,15.78
2908,1988,41,1 - Basic,4987,2,1,-79.01,1.06,188.59,383.95,237.49,54.01,50.12
2909,1996,28,3 - BSc/MSc,3328,4,0,-29.89,1.01,283.83,377.30,162.81,4.89,63.01
2910,1980,75,1 - Basic,7551,3,0,-150.47,1.13,43.34,482.30,277.72,29.45,154.92
2911,1992,74,3 - BSc/MSc,7605,4,0,300.95,0.51,320.06,136.15,198.15,2.89,8.78
2912,1983,35,2 - High School,5271,4,1,428.64,0.32,451.64,93.90,109.80,3.89,5.89
2913,1974,32,2 - High School,3084,4,1,308.06,0.54,381.07,171.15,92.24,48.01,39.45
2914,1977,80,3 - BSc/MSc,7747,4,0,84.68,0.84,314.06,103.90,253.38,3.00,8.78
2915,1979,63,3 - BSc/MSc,6498,1,1,340.74,0.42,348.62,43.90,226.82,-7.00,19.78
2916,1998,51,3 - BSc/MSc,5305,4,1,-34.00,1.01,384.85,368.40,108.91,-3.00,23.56
2917,1983,48,3 - BSc/MSc,5259,1,1,77.45,0.86,426.97,133.90,116.80,31.45,9.89
2918,1979,79,3 - BSc/MSc,7931,4,0,234.07,0.55,278.61,18.35,246.38,-1.11,34.56
2919,1977,60,3 - BSc/MSc,5882,4,1,376.74,0.51,320.95,260.05,151.25,65.90,14.89
2920,1994,41,2 - High School,3958,1,1,394.42,0.34,341.62,77.80,173.70,24.67,21.45
2921,1992,36,3 - BSc/MSc,4561,4,1,108.47,0.84,240.60,305.60,166.92,53.90,79.57
2922,1993,73,2 - High School,7719,4,0,317.62,0.50,367.29,102.25,142.47,46.12,24.67
2923,1998,21,1 - Basic,1290,2,0,76.24,0.92,91.35,799.60,134.47,9.89,197.37
2924,1979,64,3 - BSc/MSc,6276,1,1,53.68,0.88,420.97,93.90,134.47,-0.11,-5.00
2925,1995,43,3 - BSc/MSc,5451,4,1,263.39,0.59,306.17,133.35,172.70,17.78,73.68
2926,1990,47,3 - BSc/MSc,4586,1,1,441.53,0.28,479.20,64.45,93.24,1.89,10.78
2927,,34,3 - BSc/MSc,3633,2,,420.32,0.26,466.42,-10.55,112.91,12.89,16.89
2928,1978,42,3 - BSc/MSc,2924,4,1,279.31,0.45,326.73,-16.10,220.04,11.67,9.78
2929,1994,23,1 - Basic,2427,4,1,-48.45,1.02,16.56,904.05,156.14,23.45,214.04
2930,1976,30,4 - PhD,3564,3,1,526.32,0.27,290.72,201.70,159.92,44.12,58.90
2931,1982,59,2 - High School,5984,4,1,432.64,0.43,409.52,246.15,72.79,29.34,48.12
2932,1996,37,2 - High School,4478,1,1,-4.44,0.97,441.64,104.45,95.24,11.67,20.56
2933,1979,42,3 - BSc/MSc,3613,3,1,408.65,0.34,361.40,72.25,173.81,17.78,27.45
2934,1992,60,2 - High School,5917,3,1,360.85,0.48,291.50,182.80,99.02,94.35,72.57
2935,1997,47,2 - High School,4785,4,1,621.78,0.06,531.88,128.90,29.34,-7.00,7.00
2936,1995,52,3 - BSc/MSc,6219,4,0,362.43,0.29,479.20,-40.55,78.68,10.67,20.56
2937,1984,40,2 - High School,4358,1,1,327.41,0.39,410.52,-30.00,169.92,22.67,1.89
2938,1977,34,3 - BSc/MSc,2212,3,1,417.42,0.35,257.05,137.25,186.37,48.12,50.01
2939,1981,32,3 - BSc/MSc,3834,4,1,249.83,0.66,319.84,299.50,105.02,37.23,45.01
2940,1975,67,2 - High School,6340,4,0,202.71,0.66,302.39,97.25,197.37,28.45,46.23
2941,1977,22,3 - BSc/MSc,2865,3,1,67.23,0.88,80.46,187.80,330.95,83.57,92.46
2942,1985,50,4 - PhD,5212,1,1,469.65,0.23,506.65,65.00,79.46,-3.00,-2.00
2943,1992,73,2 - High School,8780,2,0,160.70,0.70,197.37,14.45,337.84,30.56,42.23
2944,1994,68,4 - PhD,7538,3,1,532.54,0.15,483.87,79.45,74.68,5.78,10.89
2945,1977,66,2 - High School,7505,3,1,97.47,0.85,200.15,279.50,189.37,77.68,69.90
2946,1994,27,2 - High School,3324,4,0,102.58,0.84,127.58,278.95,337.62,33.34,26.67
2947,1997,47,3 - BSc/MSc,5486,4,1,14.00,0.94,559.44,45.00,17.56,2.00,-6.00
2948,1996,27,1 - Basic,3899,1,1,323.29,0.62,138.47,412.30,234.60,76.46,64.01
2949,1980,67,2 - High School,6242,4,0,107.58,0.86,225.71,426.20,139.47,97.24,35.34
2950,1978,62,4 - PhD,6017,4,1,473.65,0.27,494.65,103.90,56.79,9.89,13.89
2951,1981,23,3 - BSc/MSc,2679,2,1,-156.01,1.23,235.71,-0.55,242.49,105.91,-12.00
2952,1983,74,3 - BSc/MSc,8091,4,0,242.05,0.64,242.60,162.80,276.83,39.23,14.78
2953,1992,49,3 - BSc/MSc,4823,2,1,-45.67,1.03,463.53,23.90,92.13,5.89,20.67
2954,1976,30,4 - PhD,5177,1,1,362.30,0.51,162.14,259.50,290.50,42.12,34.34
2955,1993,22,1 - Basic,1741,4,1,-91.68,1.06,30.45,696.80,205.15,97.13,119.91
2956,1994,46,4 - PhD,5125,1,1,14.34,0.95,458.53,172.25,69.68,7.89,31.45
2957,1979,18,1 - Basic,2972,3,1,1057.42,0.13,169.70,830.15,163.92,4.78,82.57
2958,1988,44,3 - BSc/MSc,3978,2,1,-113.00,1.17,501.54,-40.00,68.57,5.89,-8.00
2959,1989,31,3 - BSc/MSc,3875,1,1,-87.54,1.17,390.52,-30.55,,-1.11,-0.11
2960,1994,78,1 - Basic,8130,3,0,400.85,0.41,228.60,167.80,279.72,29.45,14.67
2961,1980,39,3 - BSc/MSc,3276,1,1,49.56,0.89,397.41,74.45,144.25,23.67,23.78
2962,1996,28,2 - High School,3582,4,1,272.28,0.50,249.27,-5.00,222.82,58.01,64.90
2963,1982,52,3 - BSc/MSc,5782,1,1,5.23,0.96,441.75,108.90,93.24,10.67,19.56
2964,1978,30,1 - Basic,3323,3,1,-108.35,1.10,153.25,343.40,204.15,76.57,83.35
2965,1981,61,3 - BSc/MSc,6525,3,1,311.16,0.59,372.07,271.15,119.80,1.89,65.01
2966,1994,44,3 - BSc/MSc,4828,4,1,535.32,0.15,481.09,79.45,92.13,5.89,-0.11
2967,1988,40,3 - BSc/MSc,4310,3,1,-1.11,0.96,513.54,69.45,68.79,12.89,11.00
2968,1981,22,2 - High School,1771,4,0,118.36,0.82,143.36,220.60,223.93,107.91,81.68
2969,1990,30,1 - Basic,3555,1,1,157.70,0.83,186.59,574.00,207.26,3.89,73.46
2970,1980,53,3 - BSc/MSc,5563,1,1,480.21,0.21,525.10,70.00,45.01,9.89,-10.00
2971,1987,37,3 - BSc/MSc,4766,4,1,-47.45,1.02,166.81,486.20,221.82,71.68,22.45
2972,1990,29,3 - BSc/MSc,3644,3,1,261.40,0.45,251.16,-50.00,237.60,44.12,41.12
2973,1987,45,3 - BSc/MSc,4505,1,1,476.20,0.18,471.20,30.00,103.13,4.89,4.89
2974,1991,42,2 - High School,4619,4,1,16.57,0.93,353.51,-10.55,176.70,54.01,1.89
2975,1993,48,2 - High School,5456,3,1,-7.11,0.98,485.87,118.90,73.68,20.67,17.89
2976,1992,77,2 - High School,7161,1,0,17.34,0.96,183.59,447.85,280.72,42.34,9.78
2977,1987,29,3 - BSc/MSc,2162,4,1,50.46,0.88,457.53,48.90,100.13,-4.00,34.56
2978,1976,62,3 - BSc/MSc,5936,4,0,-17.11,0.99,456.31,25.00,118.91,12.89,-2.11
2979,1982,33,2 - High School,2518,4,1,45.79,0.93,157.25,519.55,147.14,86.46,88.13
2980,1977,64,3 - BSc/MSc,6843,4,1,604.44,0.14,474.09,148.35,83.46,18.78,7.00
2981,1991,36,3 - BSc/MSc,3130,1,1,-60.55,1.07,411.41,-35.55,131.47,31.45,5.78
2982,1985,45,3 - BSc/MSc,4932,3,1,504.77,0.13,533.10,14.45,48.23,10.89,-1.11
2983,1981,78,1 - Basic,6837,2,0,979.76,0.24,90.13,936.30,82.57,195.48,21.67
2984,1978,37,3 - BSc/MSc,2640,3,1,-65.12,1.07,404.63,5.00,116.80,28.45,45.12
2985,1988,48,2 - High School,4455,4,1,-30.00,1.01,525.21,19.45,41.12,5.00,12.78
2986,1989,34,2 - High School,3679,4,1,-157.47,1.18,101.24,163.35,345.62,5.00,132.47
2987,1990,29,2 - High School,2427,3,1,34.68,0.95,170.70,692.90,160.03,17.67,111.02
2988,1994,45,3 - BSc/MSc,3282,1,1,488.10,0.21,474.98,53.90,83.57,15.78,17.89
2989,1976,21,1 - Basic,2489,1,0,843.82,0.23,8.67,678.45,110.80,181.70,152.03
2990,1980,79,3 - BSc/MSc,8285,4,0,111.70,0.80,240.38,136.70,283.72,11.89,4.78
2991,1982,54,2 - High School,6068,3,1,-54.89,1.06,222.93,-40.00,234.49,62.90,52.79
2992,1986,59,2 - High School,6275,4,0,121.36,0.81,308.06,221.15,161.92,-6.00,68.79
2993,1992,20,3 - BSc/MSc,3684,4,1,340.30,0.41,178.59,67.80,258.05,72.57,46.34
2994,1984,42,2 - High School,2469,1,1,-33.67,1.01,436.75,148.35,81.35,18.56,8.67
2995,1984,34,3 - BSc/MSc,2665,3,1,149.03,0.74,221.04,108.35,281.72,59.01,6.67
2996,1984,63,2 - High School,7750,1,0,459.54,0.39,156.92,279.50,255.16,55.90,48.12
2997,1984,54,2 - High School,4743,4,1,-136.67,1.21,476.98,-45.00,68.57,15.78,21.67
2998,1978,77,2 - High School,7007,1,0,3.56,0.97,167.03,575.65,276.94,28.56,27.34
2999,1998,22,1 - Basic,3080,1,1,807.82,0.24,95.35,633.45,101.02,71.57,199.37
3000,1983,61,3 - BSc/MSc,7583,1,1,14.23,0.94,371.18,113.90,170.81,26.56,12.67
3001,1991,40,3 - BSc/MSc,3601,4,1,18.12,0.94,289.72,185.60,190.48,43.12,22.67
3002,1984,55,3 - BSc/MSc,5497,1,1,135.69,0.77,283.83,128.35,194.26,62.79,30.45
3003,1979,53,3 - BSc/MSc,4228,4,1,532.44,0.04,566.44,-5.00,17.56,2.00,1.00
3004,1977,56,3 - BSc/MSc,5770,4,0,434.42,0.30,475.20,73.90,92.24,3.89,11.89
3005,1988,33,2 - High School,3193,3,1,221.71,0.76,127.80,534.00,227.60,7.89,111.02
3006,1988,59,3 - BSc/MSc,6088,1,0,-74.01,1.06,196.26,226.70,307.39,0.89,48.12
3007,1974,32,3 - BSc/MSc,3698,4,1,-14.55,0.98,280.72,38.90,256.16,,28.45
3008,1981,31,2 - High School,4301,2,1,-25.00,1.00,109.02,103.90,383.96,53.01,50.23
3009,1990,60,4 - PhD,6987,1,1,394.08,0.40,434.86,108.90,112.80,10.89,26.67
3010,1982,46,4 - PhD,5586,4,1,427.86,0.32,366.29,98.35,193.48,-1.11,10.67
3011,1993,68,1 - Basic,6299,1,0,-131.23,1.17,154.14,77.25,110.91,183.48,102.13
3012,1981,63,3 - BSc/MSc,5256,3,1,480.19,0.26,415.41,99.45,108.91,22.56,32.23
3013,1989,79,2 - High School,7955,4,0,24.12,0.94,291.50,260.05,147.36,49.12,45.01
3014,1990,64,3 - BSc/MSc,6460,4,0,3.45,0.96,422.30,117.25,107.13,28.45,10.67
3015,1994,49,3 - BSc/MSc,5515,2,1,69.12,0.86,472.20,98.90,84.46,4.78,21.78
3016,1988,75,3 - BSc/MSc,7826,3,0,8.56,0.96,301.28,197.25,222.82,2.89,36.45
3017,1977,69,3 - BSc/MSc,6034,4,0,327.19,0.39,333.84,-16.10,199.26,22.56,34.45
3018,1991,51,3 - BSc/MSc,4250,3,1,-56.44,1.06,505.65,-25.55,69.57,1.89,-2.00
3019,1996,39,4 - PhD,3675,4,1,20.79,0.93,378.96,28.90,180.59,8.78,16.89
3020,1982,60,3 - BSc/MSc,6545,3,1,-9.00,0.98,353.51,197.25,172.92,28.56,12.56
3021,1996,77,3 - BSc/MSc,7813,1,0,212.93,0.71,226.82,255.60,254.38,17.67,57.01
3022,1975,21,3 - BSc/MSc,3849,2,1,89.03,0.85,184.70,195.60,194.26,81.57,86.35
3023,1975,57,2 - High School,6711,1,1,169.14,0.72,367.29,167.80,141.47,,26.34
3024,1988,75,3 - BSc/MSc,7462,1,0,305.74,0.46,309.39,23.35,214.15,33.34,31.34
3025,1984,50,2 - High School,5750,3,1,438.31,0.32,458.42,113.90,99.13,9.78,4.89
3026,1984,75,2 - High School,7844,1,0,950.41,0.24,54.79,868.50,221.82,42.34,94.46
3027,1985,66,3 - BSc/MSc,7491,1,0,-56.45,1.04,252.27,118.90,289.72,31.45,22.78
3028,1987,67,3 - BSc/MSc,6970,1,0,-67.01,1.05,262.27,246.15,213.04,34.45,42.01
3029,1995,71,2 - High School,7848,1,0,57.46,0.90,205.04,328.95,221.82,34.34,48.12
3030,1975,58,3 - BSc/MSc,5885,1,1,-92.78,1.13,420.08,-50.00,127.58,18.56,17.78
3031,1975,60,3 - BSc/MSc,6044,1,1,572.44,0.19,470.20,157.80,68.79,30.56,13.89
3032,1985,35,3 - BSc/MSc,3126,1,1,-26.11,1.00,297.39,9.45,209.15,34.23,35.34
3033,1975,28,2 - High School,3027,1,1,274.94,0.62,176.81,236.15,279.72,26.45,63.79
3034,1995,47,3 - BSc/MSc,2921,1,1,-183.36,1.21,190.59,190.60,219.93,146.36,12.00
3035,1985,48,3 - BSc/MSc,4496,1,1,-32.67,1.01,437.97,43.90,130.58,,7.67
3036,1992,34,1 - Basic,4055,4,1,-118.77,1.18,265.16,-65.00,284.61,29.56,6.67
3037,1980,63,3 - BSc/MSc,7732,3,1,74.13,0.90,152.14,482.30,195.26,53.01,89.13
3038,1989,30,2 - High School,2404,2,1,447.08,0.41,103.24,241.15,289.61,127.69,44.23
3039,1986,68,3 - BSc/MSc,7483,1,0,311.72,0.62,270.83,373.95,155.25,37.23,49.90
3040,1985,59,3 - BSc/MSc,6727,3,1,300.95,0.61,348.40,309.50,106.91,38.34,22.45
3041,1992,41,3 - BSc/MSc,3560,4,1,313.63,0.44,335.73,18.90,229.71,-0.11,15.89
3042,1995,67,3 - BSc/MSc,8561,3,0,401.86,0.33,440.86,53.90,132.58,-0.11,13.89
3043,1979,32,3 - BSc/MSc,3660,3,1,-45.67,1.03,318.95,64.45,215.82,20.67,13.78
3044,1975,33,4 - PhD,3121,4,0,-49.22,1.03,354.51,334.50,176.81,5.89,-6.11
3045,1975,64,3 - BSc/MSc,6096,4,0,15.11,0.94,378.85,74.45,128.58,28.34,34.34
3046,1992,55,3 - BSc/MSc,6031,2,1,341.06,0.50,228.60,167.80,288.72,30.34,11.78
3047,1989,61,3 - BSc/MSc,6557,1,1,276.17,0.58,336.84,152.80,211.93,-5.00,20.67
3048,1978,48,3 - BSc/MSc,5450,3,1,478.21,0.16,487.98,14.45,90.46,3.89,0.78
3049,1989,30,3 - BSc/MSc,4168,1,1,742.81,0.29,89.24,623.45,223.71,51.12,93.24
3050,1997,17,1 - Basic,2027,4,1,276.28,0.60,25.34,181.70,119.91,76.68,352.62
3051,1992,17,1 - Basic,2878,4,1,-19.22,1.00,46.23,924.05,159.14,182.48,40.45
3052,1978,59,3 - BSc/MSc,7678,4,1,-90.68,1.11,299.28,57.80,161.92,83.46,17.78
3053,1992,40,2 - High School,3205,4,1,-25.00,1.00,230.82,289.50,188.59,60.90,64.79
3054,1996,30,2 - High School,4107,4,1,450.41,0.46,121.69,349.50,294.39,54.90,59.12
3055,1994,76,3 - BSc/MSc,9497,4,0,61.57,0.88,319.84,162.25,145.14,64.79,21.78
3056,1991,30,3 - BSc/MSc,3612,3,1,69.90,0.86,351.51,118.90,218.04,18.78,-12.00
3057,,39,,4441,1,1,-9.22,0.97,475.09,15.00,93.35,15.78,2.78
3058,1989,27,2 - High School,2884,1,1,276.17,0.57,145.36,122.25,368.07,29.56,33.56
3059,1981,71,1 - Basic,7389,4,0,-76.33,1.09,113.80,33.35,316.17,108.02,23.34
3060,1987,52,3 - BSc/MSc,6801,4,1,537.22,0.26,270.94,225.60,202.26,30.45,35.23
3061,1995,23,3 - BSc/MSc,3513,1,1,226.81,0.69,240.49,281.15,244.49,29.34,25.56
3062,1977,80,2 - High School,7415,1,0,41.01,0.89,251.16,18.35,260.16,19.67,46.34
3063,1984,67,3 - BSc/MSc,7162,4,1,518.31,0.27,336.62,192.80,199.37,14.67,0.78
3064,1986,35,2 - High School,3818,3,1,573.00,0.33,200.15,397.85,228.60,28.34,39.34
3065,1996,69,2 - High School,7655,4,0,32.01,0.93,174.92,307.85,229.60,47.01,70.90
3066,1996,31,2 - High School,3797,4,1,-109.68,1.15,263.27,13.90,241.38,70.68,-7.00
3067,1995,23,2 - High School,3506,1,1,135.03,0.81,49.23,280.60,172.70,163.92,160.03
3068,1984,70,3 - BSc/MSc,7413,4,0,663.90,0.25,175.59,393.40,202.37,29.45,119.91
3069,1979,50,3 - BSc/MSc,5852,4,1,480.33,0.03,561.33,-50.00,15.67,1.00,-7.00
3070,1994,40,3 - BSc/MSc,3651,3,1,230.05,0.76,121.58,642.35,56.90,88.35,166.70
3071,1982,52,3 - BSc/MSc,6554,4,0,-41.67,1.03,338.51,68.90,214.15,16.67,13.89
3072,1993,52,4 - PhD,5608,2,0,379.30,0.39,386.63,102.80,158.14,16.78,0.89
3073,1988,41,3 - BSc/MSc,4726,2,0,526.55,0.25,328.95,181.15,178.59,1.89,43.34
3074,1987,21,2 - High School,1502,4,1,178.82,0.79,78.68,451.20,112.02,200.26,125.80
3075,1989,62,2 - High School,7065,3,1,402.52,0.38,367.07,118.35,143.47,42.34,15.56
3076,1983,18,2 - High School,2539,1,0,-133.02,1.09,63.79,771.80,206.04,69.79,102.02
3077,1980,58,3 - BSc/MSc,6029,1,1,72.92,0.85,321.17,92.25,103.02,80.46,74.79
3078,1993,65,2 - High School,6148,3,1,53.25,0.89,176.59,195.05,238.60,86.35,30.45
3079,1977,34,2 - High School,3928,1,1,187.93,0.70,247.49,152.25,241.38,28.34,32.34
3080,1984,68,3 - BSc/MSc,7449,3,0,-47.66,1.04,369.29,-30.00,167.03,24.67,62.01
3081,1976,47,3 - BSc/MSc,4221,4,1,479.54,0.20,515.32,35.00,58.01,10.78,9.89
3082,1991,24,3 - BSc/MSc,2679,4,1,71.35,0.91,183.59,546.20,219.82,50.01,46.34
3083,1974,21,2 - High School,2249,1,1,-45.67,1.01,160.92,1439.15,119.69,-1.11,19.56
3084,1992,35,3 - BSc/MSc,3540,4,1,374.52,0.58,305.17,437.30,61.01,115.91,21.56
3085,1996,27,2 - High School,3207,3,1,-17.00,0.99,47.12,248.95,219.93,133.58,141.58
3086,1984,24,2 - High School,2647,3,1,951.51,0.25,35.34,869.60,243.60,76.57,71.57
3087,1983,79,2 - High School,6641,4,1,448.88,0.21,415.08,28.35,125.80,26.56,3.89
3088,1997,35,3 - BSc/MSc,5105,1,1,423.64,0.35,400.41,108.90,134.58,25.56,22.67
3089,1990,37,3 - BSc/MSc,5895,4,1,95.58,0.82,286.50,132.25,230.60,16.78,11.67
3090,1983,43,2 - High School,4983,1,1,452.76,0.31,483.09,142.80,57.79,-7.00,15.67
3091,1986,24,3 - BSc/MSc,1878,1,1,26.23,0.95,75.46,672.35,235.49,85.35,51.23
3092,1996,72,3 - BSc/MSc,7502,1,0,242.93,0.68,286.50,295.60,214.15,15.67,27.67
3093,1981,22,3 - BSc/MSc,1229,3,1,1121.54,0.14,155.92,958.50,194.26,37.23,-5.11
3094,1986,19,1 - Basic,2091,4,1,1092.88,0.17,25.34,951.85,158.92,41.23,166.03
3095,1980,59,4 - PhD,5792,4,1,-17.09,0.99,387.85,-1.10,166.92,13.67,23.78
3096,1989,70,2 - High School,6374,1,1,187.81,0.71,249.16,187.25,259.05,32.45,6.89
3097,1978,35,2 - High School,2462,4,1,278.73,0.67,199.26,416.75,108.13,113.02,94.13
3098,1981,55,2 - High School,5575,3,1,57.46,0.91,250.27,411.75,87.46,74.68,93.13
3099,1988,53,3 - BSc/MSc,6074,3,1,-89.21,1.12,441.75,-35.55,130.58,6.89,8.89
3100,1992,28,2 - High School,2279,3,1,408.63,0.48,168.03,265.60,273.94,68.79,52.23
3101,1979,29,2 - High School,1399,4,1,106.47,0.88,131.47,579.55,219.93,108.02,21.67
3102,1990,41,4 - PhD,4243,4,1,-5.78,0.97,422.30,30.00,155.25,10.78,22.67
3103,1993,79,2 - High School,7792,3,0,16.23,0.95,133.47,266.15,359.29,41.23,26.67
3104,1991,52,1 - Basic,4438,2,1,-25.00,1.00,182.59,327.85,217.93,52.01,68.79
3105,1983,54,3 - BSc/MSc,6771,1,1,48.46,0.93,224.82,482.30,183.59,30.56,73.46
3106,1979,77,3 - BSc/MSc,8278,1,0,401.75,0.34,335.62,88.90,215.93,2.89,-0.22
3107,1991,61,3 - BSc/MSc,5594,3,1,191.70,0.72,412.19,216.70,83.35,2.89,51.23
3108,1992,24,4 - PhD,2521,1,1,298.95,0.53,314.06,138.35,216.82,13.67,9.89
3109,1984,60,1 - Basic,7120,1,0,431.53,0.39,319.17,220.05,74.46,69.79,67.57
3110,1986,64,2 - High School,5915,1,1,342.29,0.61,253.38,417.85,158.14,59.79,54.12
3111,1992,56,2 - High School,5648,2,0,307.62,0.46,332.62,28.35,196.48,32.45,22.78
3112,1982,53,3 - BSc/MSc,5397,4,1,448.66,0.14,509.54,-25.55,72.68,-1.11,-7.00
3113,1979,72,3 - BSc/MSc,7938,1,0,380.19,0.34,346.51,48.90,189.37,9.78,18.56
3114,1995,57,3 - BSc/MSc,6421,4,1,238.83,0.59,344.62,72.80,151.03,39.34,41.45
3115,1983,46,3 - BSc/MSc,3338,4,0,50.90,0.92,224.71,442.30,212.93,59.01,16.89
3116,1990,63,3 - BSc/MSc,7839,4,0,-102.68,1.08,320.17,387.85,115.80,10.89,88.57
3117,1975,62,2 - High School,6855,1,1,230.38,0.74,155.25,485.10,223.82,100.13,0.78
3118,1981,48,2 - High School,5100,4,0,77.34,0.85,517.21,94.45,57.01,3.00,7.89
3119,1982,75,2 - High School,8807,4,0,125.92,0.76,161.14,33.90,330.84,47.12,44.12
3120,1976,44,2 - High School,4510,4,1,680.57,0.25,140.25,432.85,97.24,132.47,141.47
3121,1983,40,3 - BSc/MSc,4336,1,1,-5.21,0.97,404.63,33.90,169.92,13.78,-0.11
3122,1993,30,3 - BSc/MSc,2935,4,1,173.48,0.73,198.48,190.05,288.50,0.89,52.12
3123,1977,24,2 - High School,2532,1,1,633.45,0.42,53.90,658.45,264.16,77.68,83.57
3124,1995,26,2 - High School,1982,1,1,-28.78,1.01,203.26,108.35,159.03,146.36,60.68
3125,1986,42,2 - High School,4808,4,1,-77.22,1.10,348.51,-70.00,150.25,57.01,39.23
3126,1994,34,2 - High School,2775,1,1,109.58,0.86,214.15,442.85,163.03,71.68,79.57
3127,1978,66,1 - Basic,6644,3,0,201.50,0.63,151.03,67.80,287.50,51.12,58.79
3128,1987,55,1 - Basic,5389,3,1,597.68,0.18,355.29,230.05,114.80,50.12,12.78
3129,1998,46,2 - High School,3877,1,1,33.00,0.91,546.88,70.00,38.23,-5.00,-7.00
3130,1982,48,3 - BSc/MSc,5654,4,1,487.43,0.12,496.65,0.00,63.68,15.78,5.89
3131,1979,60,2 - High School,5539,3,1,215.94,0.63,274.94,87.80,121.58,121.80,39.12
3132,1982,54,2 - High School,4755,1,1,502.21,0.14,471.20,44.45,82.35,10.78,0.78
3133,1989,50,1 - Basic,4987,4,1,437.41,0.28,332.84,69.45,144.25,79.57,19.45
3134,1993,49,3 - BSc/MSc,4358,4,1,457.87,0.26,462.53,48.90,94.24,28.56,14.89
3135,1977,77,3 - BSc/MSc,7059,3,0,272.28,0.71,214.15,550.65,183.59,59.79,23.34
3136,1986,23,2 - High School,2854,1,1,365.52,0.39,351.40,83.35,103.91,44.23,56.79
3137,1991,36,3 - BSc/MSc,4400,3,1,439.42,0.25,419.97,44.45,126.58,15.67,8.78
3138,1993,39,4 - PhD,3797,3,1,140.24,0.77,402.41,163.35,127.47,5.78,7.67
3139,1983,29,3 - BSc/MSc,3804,1,1,500.89,0.28,215.04,205.05,209.15,60.79,45.01
3140,1994,22,1 - Basic,2237,2,1,634.79,0.41,38.45,642.90,197.26,227.82,16.89
3141,1995,38,2 - High School,3500,4,1,1048.41,0.13,159.03,752.35,137.58,162.03,16.89
3142,1994,65,3 - BSc/MSc,7356,4,0,235.05,0.65,292.39,197.25,216.82,32.34,7.00
3143,1996,65,3 - BSc/MSc,6379,4,1,270.61,0.54,221.82,73.90,305.39,22.56,22.45
3144,1982,77,3 - BSc/MSc,8277,1,0,141.70,0.79,154.14,249.50,365.18,-1.11,15.89
3145,1990,79,4 - PhD,7893,4,0,42.90,0.91,280.83,176.15,196.48,17.67,67.90
3146,1988,52,3 - BSc/MSc,5405,3,1,455.09,0.19,474.31,13.35,99.24,10.78,-5.00
3147,1994,15,1 - Basic,744,4,1,488.76,0.36,60.68,270.60,177.59,182.48,107.13
3148,1990,41,3 - BSc/MSc,3978,3,1,-1.66,0.96,291.50,48.90,251.27,25.56,1.89
3149,1988,41,2 - High School,3243,3,1,370.52,0.47,383.85,182.80,142.36,27.45,15.78
